course_id,course_name,provider,difficulty_level,skills_taught,duration_hours,rating
C2402,Effective Communication,edX,Intermediate,Machine Learning,43,3.44
C2403,Leadership Skills,LinkedIn Learning,Beginner,Leadership,34,3.64
C2404,Excel for Business,edX,Intermediate,Java,59,3.57
C2405,Java Programming,Coursera,Intermediate,Excel,23,3.08
C2406,Machine Learning Fundamentals,edX,Beginner,Power BI,8,3.21
C2407,Leadership Skills,Udemy,Intermediate,Machine Learning,5,4.82
C2408,Power BI Dashboards,edX,Intermediate,Excel,44,4.42
C2409,Effective Communication,Coursera,Beginner,Machine Learning,36,4.92
C2410,Effective Communication,edX,Intermediate,R,16,3.88
C2411,Java Programming,edX,Advanced,Communication,16,4.76
C2412,Python for Data Analysis,LinkedIn Learning,Beginner,SQL,24,4.63
C2413,Advanced SQL,Udemy,Advanced,Data Visualization,15,4.75
C2414,Advanced SQL,edX,Beginner,SQL,57,3.08
C2415,Java Programming,edX,Advanced,Leadership,57,4.31
C2416,Python for Data Analysis,LinkedIn Learning,Advanced,Power BI,53,4.13
C2417,Advanced SQL,Udemy,Intermediate,R,34,4.09
C2418,Machine Learning Fundamentals,Udemy,Beginner,R,53,4.01
C2419,Java Programming,LinkedIn Learning,Beginner,Machine Learning,59,4.59
C2420,Python for Data Analysis,Udemy,Intermediate,Data Visualization,48,4.94
C2421,Python for Data Analysis,Udemy,Intermediate,Communication,35,4.66
C2422,Leadership Skills,Coursera,Advanced,Leadership,32,4.74
C2423,Effective Communication,edX,Beginner,Communication,48,3.97
C2424,Advanced SQL,edX,Intermediate,R,53,4.38
C2425,Effective Communication,Coursera,Intermediate,R,33,3.83
C2426,Python for Data Analysis,Udemy,Advanced,Leadership,45,3.72
C2427,Power BI Dashboards,edX,Advanced,Power BI,26,4.79
C2428,Python for Data Analysis,Udemy,Intermediate,Python,49,4.81
C2429,Advanced SQL,Udemy,Advanced,Power BI,53,4.36
C2430,Advanced SQL,LinkedIn Learning,Beginner,Excel,33,4.68
C2431,Advanced SQL,Coursera,Advanced,Python,5,3.72
C2432,Advanced SQL,LinkedIn Learning,Beginner,Data Visualization,25,3.87
C2433,Java Programming,Coursera,Intermediate,Power BI,35,4.64
C2434,Leadership Skills,Udemy,Intermediate,Leadership,31,3.8
C2435,Machine Learning Fundamentals,edX,Advanced,SQL,39,3.08
C2436,Java Programming,Udemy,Intermediate,Leadership,12,3.71
C2437,Leadership Skills,edX,Advanced,Machine Learning,44,3.8
C2438,Advanced SQL,Udemy,Advanced,R,12,3.31
C2439,Java Programming,Udemy,Advanced,SQL,10,3.69
C2440,Java Programming,edX,Advanced,Machine Learning,19,4.87
C2441,Power BI Dashboards,LinkedIn Learning,Beginner,Machine Learning,25,4.72
C2442,Python for Data Analysis,Coursera,Beginner,Machine Learning,41,3.89
C2443,Excel for Business,Coursera,Intermediate,Excel,10,4.42
C2444,Excel for Business,Udemy,Advanced,Machine Learning,58,3.3
C2445,Machine Learning Fundamentals,edX,Intermediate,R,33,4.51
C2446,Excel for Business,Coursera,Advanced,Excel,29,3.95
C2447,Advanced SQL,edX,Intermediate,SQL,27,4.45
C2448,Java Programming,LinkedIn Learning,Beginner,Java,42,4.29
C2449,Excel for Business,LinkedIn Learning,Intermediate,Excel,31,3.47
C2450,Leadership Skills,Coursera,Advanced,Communication,46,4.67
C2451,Power BI Dashboards,edX,Advanced,Communication,27,4.14
C2452,Effective Communication,Udemy,Intermediate,SQL,23,4.57
C2453,Advanced SQL,LinkedIn Learning,Intermediate,SQL,32,3.19
C2454,Excel for Business,edX,Advanced,Machine Learning,38,4.23
C2455,Advanced SQL,Udemy,Intermediate,SQL,11,3.58
C2456,Machine Learning Fundamentals,Coursera,Beginner,Machine Learning,55,4.72
C2457,Java Programming,edX,Advanced,Leadership,17,4.9
C2458,Power BI Dashboards,LinkedIn Learning,Advanced,Power BI,8,3.11
C2459,Python for Data Analysis,Coursera,Beginner,Data Visualization,15,4.45
C2460,Effective Communication,Coursera,Intermediate,Power BI,54,3.21
C2461,Advanced SQL,Udemy,Beginner,Excel,25,4.72
C2462,Power BI Dashboards,LinkedIn Learning,Advanced,Python,25,3.25
C2463,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Power BI,47,3.39
C2464,Machine Learning Fundamentals,edX,Intermediate,Excel,49,3.5
C2465,Power BI Dashboards,Udemy,Intermediate,Java,46,4.46
C2466,Excel for Business,edX,Advanced,Communication,30,3.59
C2467,Power BI Dashboards,Coursera,Advanced,Leadership,35,4.19
C2468,Leadership Skills,Coursera,Beginner,Excel,53,4.14
C2469,Excel for Business,edX,Intermediate,Excel,8,3.8
C2470,Excel for Business,LinkedIn Learning,Beginner,Machine Learning,7,4.08
C2471,Power BI Dashboards,LinkedIn Learning,Advanced,Data Visualization,43,3.24
C2472,Machine Learning Fundamentals,Coursera,Beginner,Power BI,52,4.75
C2473,Python for Data Analysis,Coursera,Intermediate,Java,25,3.41
C2474,Python for Data Analysis,Udemy,Advanced,Excel,42,4.76
C2475,Java Programming,Coursera,Beginner,Communication,22,4.04
C2476,Power BI Dashboards,Coursera,Beginner,Python,37,4.23
C2477,Advanced SQL,Coursera,Intermediate,Python,55,3.51
C2478,Power BI Dashboards,edX,Intermediate,Java,46,3.44
C2479,Python for Data Analysis,Coursera,Beginner,Leadership,39,3.98
C2480,Effective Communication,Udemy,Intermediate,Python,36,3.53
C2481,Java Programming,Udemy,Advanced,Machine Learning,59,3.85
C2482,Power BI Dashboards,Udemy,Beginner,SQL,15,3.88
C2483,Java Programming,Udemy,Beginner,Python,43,3.54
C2484,Effective Communication,Coursera,Advanced,Data Visualization,35,3.58
C2485,Effective Communication,Udemy,Intermediate,Communication,34,4.95
C2486,Leadership Skills,edX,Advanced,Communication,42,4.17
C2487,Effective Communication,edX,Advanced,SQL,50,4.66
C2488,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Communication,24,3.09
C2489,Python for Data Analysis,LinkedIn Learning,Advanced,Leadership,44,3.0
C2490,Java Programming,Coursera,Intermediate,Power BI,30,4.04
C2491,Python for Data Analysis,LinkedIn Learning,Beginner,SQL,15,4.65
C2492,Python for Data Analysis,edX,Intermediate,Communication,6,4.22
C2493,Machine Learning Fundamentals,edX,Advanced,Machine Learning,43,4.24
C2494,Python for Data Analysis,Coursera,Advanced,Java,21,3.28
C2495,Advanced SQL,LinkedIn Learning,Intermediate,R,28,4.96
C2496,Python for Data Analysis,Coursera,Beginner,Data Visualization,34,4.06
C2497,Power BI Dashboards,Udemy,Advanced,Java,41,3.21
C2498,Advanced SQL,Udemy,Advanced,Leadership,10,3.83
C2499,Excel for Business,LinkedIn Learning,Advanced,R,58,3.14
C2500,Python for Data Analysis,Coursera,Beginner,R,53,3.84
C2501,Leadership Skills,edX,Beginner,Machine Learning,27,4.42
C2502,Excel for Business,Coursera,Advanced,Excel,51,3.65
C2503,Java Programming,Udemy,Beginner,Java,39,3.63
C2504,Excel for Business,Coursera,Intermediate,Excel,54,4.03
C2505,Machine Learning Fundamentals,Coursera,Advanced,Python,51,4.0
C2506,Java Programming,LinkedIn Learning,Intermediate,Power BI,59,3.93
C2507,Power BI Dashboards,edX,Beginner,R,30,4.03
C2508,Effective Communication,Coursera,Beginner,Java,29,3.1
C2509,Power BI Dashboards,Udemy,Intermediate,Machine Learning,40,3.95
C2510,Excel for Business,Coursera,Beginner,Excel,59,4.98
C2511,Machine Learning Fundamentals,edX,Advanced,Excel,25,4.53
C2512,Advanced SQL,Coursera,Intermediate,Leadership,46,3.58
C2513,Leadership Skills,edX,Intermediate,Communication,47,4.36
C2514,Java Programming,Coursera,Advanced,Excel,27,3.66
C2515,Python for Data Analysis,LinkedIn Learning,Beginner,Python,5,3.38
C2516,Java Programming,edX,Intermediate,R,14,4.55
C2517,Effective Communication,Coursera,Intermediate,Communication,29,3.42
C2518,Advanced SQL,Coursera,Advanced,Leadership,26,4.72
C2519,Python for Data Analysis,Coursera,Beginner,Data Visualization,51,3.76
C2520,Excel for Business,Coursera,Intermediate,R,12,4.51
C2521,Machine Learning Fundamentals,Coursera,Beginner,Power BI,45,3.52
C2522,Leadership Skills,Udemy,Intermediate,Communication,37,4.31
C2523,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Excel,57,3.43
C2524,Effective Communication,Udemy,Intermediate,Leadership,16,3.04
C2525,Effective Communication,Coursera,Beginner,Python,52,4.63
C2526,Power BI Dashboards,edX,Beginner,Java,43,4.71
C2527,Effective Communication,edX,Intermediate,Excel,16,4.76
C2528,Power BI Dashboards,Udemy,Beginner,Power BI,16,3.07
C2529,Advanced SQL,Udemy,Beginner,Data Visualization,15,4.52
C2530,Effective Communication,Udemy,Advanced,Power BI,52,4.67
C2531,Power BI Dashboards,LinkedIn Learning,Advanced,Leadership,12,3.62
C2532,Python for Data Analysis,LinkedIn Learning,Advanced,Leadership,55,3.94
C2533,Machine Learning Fundamentals,edX,Advanced,Power BI,12,3.82
C2534,Machine Learning Fundamentals,Udemy,Beginner,Machine Learning,41,3.88
C2535,Excel for Business,LinkedIn Learning,Intermediate,Java,53,4.69
C2536,Excel for Business,Udemy,Intermediate,Data Visualization,20,3.84
C2537,Effective Communication,Udemy,Advanced,Power BI,40,3.6
C2538,Effective Communication,LinkedIn Learning,Intermediate,Python,22,3.26
C2539,Advanced SQL,Coursera,Intermediate,Leadership,48,4.35
C2540,Java Programming,Coursera,Beginner,SQL,25,3.17
C2541,Leadership Skills,Udemy,Beginner,Excel,8,3.12
C2542,Excel for Business,edX,Intermediate,Java,54,4.36
C2543,Python for Data Analysis,LinkedIn Learning,Beginner,SQL,11,4.39
C2544,Leadership Skills,Coursera,Advanced,SQL,38,3.4
C2545,Java Programming,LinkedIn Learning,Advanced,Power BI,38,4.91
C2546,Java Programming,LinkedIn Learning,Intermediate,Machine Learning,49,4.58
C2547,Power BI Dashboards,Udemy,Intermediate,Data Visualization,40,4.37
C2548,Power BI Dashboards,Coursera,Advanced,SQL,41,4.51
C2549,Advanced SQL,LinkedIn Learning,Intermediate,R,34,3.82
C2550,Power BI Dashboards,edX,Intermediate,SQL,30,3.91
C2551,Machine Learning Fundamentals,Udemy,Beginner,R,16,4.74
C2552,Power BI Dashboards,Udemy,Beginner,Leadership,15,3.05
C2553,Excel for Business,Coursera,Advanced,Excel,33,4.6
C2554,Java Programming,Udemy,Advanced,R,7,3.9
C2555,Machine Learning Fundamentals,Coursera,Advanced,R,15,3.93
C2556,Excel for Business,LinkedIn Learning,Advanced,Machine Learning,13,3.65
C2557,Leadership Skills,edX,Advanced,SQL,30,4.21
C2558,Excel for Business,Coursera,Beginner,Leadership,58,4.35
C2559,Advanced SQL,LinkedIn Learning,Intermediate,Power BI,12,3.32
C2560,Leadership Skills,LinkedIn Learning,Advanced,Power BI,25,4.13
C2561,Advanced SQL,LinkedIn Learning,Advanced,Leadership,12,3.93
C2562,Java Programming,Udemy,Beginner,Communication,46,4.56
C2563,Machine Learning Fundamentals,edX,Beginner,Python,10,4.09
C2564,Leadership Skills,edX,Beginner,Excel,59,3.86
C2565,Power BI Dashboards,edX,Beginner,Leadership,22,4.06
C2566,Effective Communication,Coursera,Intermediate,R,10,3.98
C2567,Effective Communication,edX,Intermediate,R,25,4.87
C2568,Python for Data Analysis,LinkedIn Learning,Beginner,Leadership,48,3.62
C2569,Power BI Dashboards,Udemy,Beginner,Communication,52,3.07
C2570,Machine Learning Fundamentals,edX,Advanced,Power BI,57,4.32
C2571,Python for Data Analysis,LinkedIn Learning,Intermediate,R,52,4.21
C2572,Excel for Business,edX,Advanced,Machine Learning,27,4.82
C2573,Excel for Business,Coursera,Beginner,Data Visualization,40,3.23
C2574,Python for Data Analysis,LinkedIn Learning,Advanced,SQL,22,4.05
C2575,Excel for Business,Coursera,Beginner,Excel,31,3.3
C2576,Power BI Dashboards,Udemy,Intermediate,Leadership,49,3.91
C2577,Advanced SQL,Udemy,Advanced,Power BI,7,4.6
C2578,Effective Communication,Coursera,Advanced,Leadership,16,4.71
C2579,Leadership Skills,edX,Advanced,Communication,24,4.67
C2580,Power BI Dashboards,Coursera,Intermediate,Python,23,4.09
C2581,Excel for Business,LinkedIn Learning,Intermediate,Data Visualization,27,4.27
C2582,Java Programming,Coursera,Advanced,Excel,9,4.1
C2583,Advanced SQL,Coursera,Advanced,R,55,4.12
C2584,Power BI Dashboards,Udemy,Advanced,Power BI,23,4.77
C2585,Effective Communication,LinkedIn Learning,Beginner,Communication,16,3.42
C2586,Excel for Business,Udemy,Beginner,SQL,32,3.88
C2587,Power BI Dashboards,LinkedIn Learning,Beginner,Data Visualization,41,4.22
C2588,Excel for Business,Udemy,Intermediate,Java,38,4.53
C2589,Machine Learning Fundamentals,Udemy,Advanced,Python,20,4.52
C2590,Python for Data Analysis,edX,Beginner,Power BI,57,3.23
C2591,Excel for Business,Udemy,Advanced,Machine Learning,8,3.44
C2592,Effective Communication,Udemy,Intermediate,Java,58,4.82
C2593,Power BI Dashboards,edX,Beginner,Power BI,51,3.72
C2594,Leadership Skills,LinkedIn Learning,Advanced,SQL,46,3.01
C2595,Effective Communication,edX,Intermediate,Power BI,58,3.4
C2596,Java Programming,Coursera,Intermediate,Python,10,4.94
C2597,Excel for Business,edX,Beginner,Java,11,3.62
C2598,Excel for Business,edX,Intermediate,R,38,4.23
C2599,Effective Communication,Udemy,Intermediate,Excel,8,4.45
C2600,Power BI Dashboards,Udemy,Beginner,Java,19,4.29
C2601,Power BI Dashboards,Udemy,Advanced,R,17,3.76
C2602,Advanced SQL,LinkedIn Learning,Intermediate,Java,13,3.86
C2603,Leadership Skills,Udemy,Advanced,SQL,41,4.68
C2604,Effective Communication,edX,Advanced,SQL,21,4.33
C2605,Effective Communication,LinkedIn Learning,Advanced,Data Visualization,42,3.05
C2606,Excel for Business,Udemy,Beginner,Power BI,18,3.41
C2607,Java Programming,LinkedIn Learning,Intermediate,Python,41,3.57
C2608,Machine Learning Fundamentals,Udemy,Beginner,Excel,35,3.73
C2609,Python for Data Analysis,Coursera,Advanced,Power BI,6,4.15
C2610,Effective Communication,edX,Intermediate,SQL,50,3.73
C2611,Java Programming,edX,Advanced,Leadership,23,4.65
C2612,Excel for Business,edX,Advanced,Data Visualization,23,3.95
C2613,Power BI Dashboards,Coursera,Beginner,Excel,59,4.0
C2614,Advanced SQL,edX,Beginner,Leadership,17,3.85
C2615,Java Programming,edX,Intermediate,Leadership,25,3.62
C2616,Java Programming,LinkedIn Learning,Intermediate,R,35,4.45
C2617,Excel for Business,LinkedIn Learning,Advanced,Power BI,48,3.46
C2618,Machine Learning Fundamentals,Udemy,Advanced,Power BI,32,4.38
C2619,Java Programming,edX,Advanced,Python,5,4.06
C2620,Power BI Dashboards,Udemy,Beginner,Machine Learning,39,3.2
C2621,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Machine Learning,14,3.04
C2622,Java Programming,Coursera,Beginner,Leadership,12,3.34
C2623,Java Programming,LinkedIn Learning,Beginner,R,17,4.52
C2624,Java Programming,Udemy,Advanced,Data Visualization,23,3.77
C2625,Machine Learning Fundamentals,Coursera,Advanced,Data Visualization,7,4.61
C2626,Effective Communication,Coursera,Advanced,Data Visualization,7,4.0
C2627,Python for Data Analysis,Coursera,Beginner,R,31,3.07
C2628,Python for Data Analysis,Udemy,Advanced,Communication,22,4.69
C2629,Effective Communication,Coursera,Beginner,SQL,39,4.87
C2630,Excel for Business,LinkedIn Learning,Beginner,Python,48,3.15
C2631,Python for Data Analysis,LinkedIn Learning,Beginner,SQL,38,3.42
C2632,Java Programming,Udemy,Intermediate,SQL,34,4.43
C2633,Excel for Business,LinkedIn Learning,Beginner,Python,12,4.99
C2634,Excel for Business,Udemy,Advanced,Java,25,4.75
C2635,Effective Communication,Udemy,Advanced,Excel,50,3.2
C2636,Leadership Skills,Coursera,Intermediate,Data Visualization,23,4.21
C2637,Power BI Dashboards,Udemy,Advanced,Data Visualization,47,4.33
C2638,Leadership Skills,LinkedIn Learning,Advanced,Java,52,4.26
C2639,Power BI Dashboards,Udemy,Advanced,Machine Learning,50,4.14
C2640,Advanced SQL,Coursera,Intermediate,Python,44,3.58
C2641,Leadership Skills,Udemy,Beginner,Leadership,34,4.34
C2642,Python for Data Analysis,Coursera,Intermediate,Excel,31,4.46
C2643,Effective Communication,Coursera,Intermediate,R,24,4.15
C2644,Advanced SQL,Coursera,Advanced,R,18,3.99
C2645,Java Programming,Udemy,Advanced,Power BI,16,3.44
C2646,Effective Communication,Udemy,Intermediate,SQL,53,4.09
C2647,Machine Learning Fundamentals,edX,Beginner,Data Visualization,27,3.26
C2648,Excel for Business,edX,Intermediate,R,16,3.15
C2649,Leadership Skills,edX,Beginner,Communication,57,4.56
C2650,Excel for Business,Coursera,Advanced,Java,48,4.35
C2651,Power BI Dashboards,LinkedIn Learning,Intermediate,R,48,4.3
C2652,Machine Learning Fundamentals,edX,Beginner,Python,43,4.86
C2653,Java Programming,Udemy,Intermediate,Excel,46,3.76
C2654,Excel for Business,Coursera,Intermediate,Leadership,34,3.8
C2655,Excel for Business,Coursera,Advanced,SQL,52,3.83
C2656,Machine Learning Fundamentals,Udemy,Beginner,Power BI,31,3.93
C2657,Java Programming,edX,Beginner,Power BI,28,4.03
C2658,Machine Learning Fundamentals,edX,Beginner,Leadership,7,4.56
C2659,Excel for Business,LinkedIn Learning,Beginner,SQL,34,3.44
C2660,Machine Learning Fundamentals,Udemy,Beginner,Java,39,3.87
C2661,Python for Data Analysis,Udemy,Advanced,Java,37,4.01
C2662,Java Programming,edX,Intermediate,Machine Learning,41,3.34
C2663,Java Programming,LinkedIn Learning,Advanced,Power BI,44,4.4
C2664,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,SQL,53,3.11
C2665,Advanced SQL,Udemy,Beginner,Excel,20,4.17
C2666,Advanced SQL,edX,Advanced,Excel,52,3.4
C2667,Java Programming,Udemy,Intermediate,Excel,22,3.02
C2668,Excel for Business,edX,Intermediate,Power BI,22,3.63
C2669,Excel for Business,Udemy,Intermediate,Leadership,18,3.86
C2670,Java Programming,Coursera,Beginner,R,36,4.63
C2671,Power BI Dashboards,Coursera,Advanced,Data Visualization,16,3.82
C2672,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Power BI,46,4.83
C2673,Leadership Skills,Coursera,Beginner,Leadership,6,4.69
C2674,Advanced SQL,Udemy,Advanced,Data Visualization,57,3.39
C2675,Power BI Dashboards,edX,Intermediate,Machine Learning,30,3.31
C2676,Java Programming,edX,Beginner,Data Visualization,27,3.49
C2677,Excel for Business,edX,Intermediate,R,39,3.72
C2678,Leadership Skills,Coursera,Beginner,Java,37,4.17
C2679,Effective Communication,Coursera,Advanced,SQL,45,3.25
C2680,Java Programming,edX,Intermediate,Excel,29,4.06
C2681,Effective Communication,Udemy,Beginner,Machine Learning,8,4.16
C2682,Python for Data Analysis,Udemy,Beginner,Communication,25,4.32
C2683,Machine Learning Fundamentals,LinkedIn Learning,Beginner,SQL,52,4.1
C2684,Power BI Dashboards,edX,Advanced,SQL,8,4.65
C2685,Python for Data Analysis,edX,Beginner,Communication,35,4.28
C2686,Leadership Skills,Udemy,Intermediate,Communication,53,4.85
C2687,Leadership Skills,edX,Advanced,Python,19,4.4
C2688,Leadership Skills,LinkedIn Learning,Intermediate,Data Visualization,8,3.87
C2689,Effective Communication,Udemy,Beginner,Excel,8,3.42
C2690,Excel for Business,Udemy,Beginner,R,48,3.02
C2691,Advanced SQL,Coursera,Intermediate,Data Visualization,7,3.18
C2692,Power BI Dashboards,LinkedIn Learning,Intermediate,Excel,56,3.38
C2693,Power BI Dashboards,Coursera,Advanced,Machine Learning,59,3.43
C2694,Excel for Business,LinkedIn Learning,Beginner,Machine Learning,9,4.48
C2695,Excel for Business,Coursera,Advanced,SQL,23,3.77
C2696,Java Programming,edX,Beginner,Leadership,42,3.65
C2697,Advanced SQL,Udemy,Intermediate,R,36,3.1
C2698,Advanced SQL,edX,Advanced,R,13,4.08
C2699,Advanced SQL,edX,Beginner,Java,7,4.23
C2700,Python for Data Analysis,LinkedIn Learning,Intermediate,Communication,38,4.76
C2701,Python for Data Analysis,LinkedIn Learning,Advanced,Java,29,4.01
C2702,Excel for Business,LinkedIn Learning,Advanced,R,57,3.02
C2703,Leadership Skills,edX,Advanced,Python,14,3.13
C2704,Java Programming,Udemy,Intermediate,Python,36,3.54
C2705,Leadership Skills,Coursera,Advanced,Communication,9,3.28
C2706,Power BI Dashboards,LinkedIn Learning,Beginner,Leadership,33,4.54
C2707,Python for Data Analysis,Udemy,Intermediate,R,11,3.22
C2708,Excel for Business,Udemy,Advanced,R,19,3.32
C2709,Effective Communication,LinkedIn Learning,Intermediate,Excel,6,4.33
C2710,Java Programming,edX,Beginner,Python,14,3.48
C2711,Effective Communication,edX,Advanced,Excel,15,4.94
C2712,Python for Data Analysis,Coursera,Intermediate,Java,57,4.73
C2713,Advanced SQL,Udemy,Intermediate,Leadership,44,4.49
C2714,Effective Communication,Coursera,Beginner,Communication,59,3.69
C2715,Excel for Business,edX,Beginner,Data Visualization,25,3.11
C2716,Effective Communication,edX,Intermediate,R,16,3.67
C2717,Advanced SQL,Coursera,Advanced,Power BI,8,3.75
C2718,Machine Learning Fundamentals,Coursera,Advanced,Machine Learning,32,3.25
C2719,Effective Communication,Udemy,Intermediate,Communication,33,3.24
C2720,Power BI Dashboards,Coursera,Beginner,Machine Learning,17,4.34
C2721,Advanced SQL,Coursera,Advanced,Power BI,54,3.46
C2722,Power BI Dashboards,Udemy,Advanced,Excel,22,4.36
C2723,Excel for Business,edX,Beginner,Communication,31,4.1
C2724,Java Programming,Udemy,Beginner,Communication,7,4.8
C2725,Java Programming,edX,Beginner,SQL,39,4.59
C2726,Leadership Skills,edX,Intermediate,Data Visualization,43,3.3
C2727,Leadership Skills,Coursera,Intermediate,Power BI,26,4.22
C2728,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Excel,21,4.31
C2729,Power BI Dashboards,Coursera,Beginner,Leadership,32,4.72
C2730,Leadership Skills,LinkedIn Learning,Intermediate,Communication,42,4.28
C2731,Effective Communication,LinkedIn Learning,Beginner,Machine Learning,20,3.28
C2732,Python for Data Analysis,Coursera,Intermediate,Leadership,9,3.52
C2733,Effective Communication,Coursera,Intermediate,SQL,26,4.28
C2734,Effective Communication,Coursera,Advanced,Data Visualization,21,4.82
C2735,Excel for Business,LinkedIn Learning,Beginner,Power BI,15,4.78
C2736,Machine Learning Fundamentals,edX,Advanced,Machine Learning,26,3.72
C2737,Python for Data Analysis,LinkedIn Learning,Beginner,Excel,48,4.66
C2738,Leadership Skills,Udemy,Intermediate,Machine Learning,48,4.02
C2739,Java Programming,Coursera,Intermediate,Data Visualization,40,3.93
C2740,Python for Data Analysis,LinkedIn Learning,Intermediate,Python,45,3.7
C2741,Effective Communication,LinkedIn Learning,Beginner,Java,50,4.36
C2742,Java Programming,edX,Beginner,Data Visualization,48,4.2
C2743,Machine Learning Fundamentals,Coursera,Intermediate,Communication,46,3.75
C2744,Advanced SQL,Udemy,Advanced,Python,44,4.53
C2745,Machine Learning Fundamentals,edX,Intermediate,Data Visualization,59,3.76
C2746,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Data Visualization,7,4.17
C2747,Leadership Skills,LinkedIn Learning,Intermediate,Python,31,3.78
C2748,Leadership Skills,Udemy,Intermediate,Data Visualization,49,3.23
C2749,Java Programming,LinkedIn Learning,Advanced,Excel,52,3.32
C2750,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Machine Learning,17,4.31
C2751,Power BI Dashboards,Coursera,Advanced,SQL,17,4.62
C2752,Advanced SQL,edX,Beginner,Java,55,3.94
C2753,Leadership Skills,Udemy,Intermediate,Data Visualization,58,3.65
C2754,Leadership Skills,Coursera,Beginner,Leadership,34,3.67
C2755,Java Programming,Coursera,Intermediate,SQL,22,4.2
C2756,Java Programming,edX,Advanced,Python,44,3.94
C2757,Excel for Business,Coursera,Intermediate,Leadership,37,3.0
C2758,Java Programming,LinkedIn Learning,Advanced,Leadership,21,4.54
C2759,Python for Data Analysis,Udemy,Intermediate,Excel,45,3.28
C2760,Effective Communication,Coursera,Intermediate,Data Visualization,14,4.35
C2761,Power BI Dashboards,Udemy,Advanced,Java,45,3.69
C2762,Advanced SQL,Udemy,Intermediate,Java,48,4.16
C2763,Machine Learning Fundamentals,Udemy,Advanced,Communication,28,4.71
C2764,Effective Communication,LinkedIn Learning,Advanced,Leadership,46,3.31
C2765,Leadership Skills,Udemy,Intermediate,Excel,33,4.56
C2766,Effective Communication,edX,Advanced,Machine Learning,12,3.08
C2767,Power BI Dashboards,Udemy,Beginner,Excel,40,4.84
C2768,Power BI Dashboards,LinkedIn Learning,Beginner,R,18,3.4
C2769,Leadership Skills,LinkedIn Learning,Intermediate,Leadership,33,4.59
C2770,Leadership Skills,edX,Advanced,Python,11,3.13
C2771,Python for Data Analysis,edX,Beginner,Java,29,3.65
C2772,Excel for Business,LinkedIn Learning,Beginner,R,46,4.27
C2773,Advanced SQL,LinkedIn Learning,Advanced,Data Visualization,34,4.32
C2774,Effective Communication,edX,Beginner,SQL,32,4.4
C2775,Effective Communication,LinkedIn Learning,Beginner,Python,14,3.7
C2776,Advanced SQL,Coursera,Intermediate,Power BI,51,4.33
C2777,Advanced SQL,Udemy,Intermediate,R,51,3.86
C2778,Leadership Skills,LinkedIn Learning,Advanced,Machine Learning,38,4.13
C2779,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Data Visualization,20,4.09
C2780,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Java,14,3.34
C2781,Power BI Dashboards,Coursera,Intermediate,Leadership,33,4.69
C2782,Effective Communication,Udemy,Advanced,Communication,19,4.73
C2783,Excel for Business,edX,Beginner,Communication,32,3.41
C2784,Java Programming,Coursera,Intermediate,Machine Learning,55,3.83
C2785,Python for Data Analysis,Coursera,Advanced,Machine Learning,28,3.93
C2786,Effective Communication,edX,Intermediate,Communication,46,4.1
C2787,Leadership Skills,edX,Beginner,Java,24,3.04
C2788,Python for Data Analysis,LinkedIn Learning,Beginner,Excel,51,4.52
C2789,Excel for Business,edX,Beginner,R,57,4.72
C2790,Advanced SQL,Coursera,Intermediate,Communication,33,3.28
C2791,Excel for Business,LinkedIn Learning,Advanced,R,6,4.79
C2792,Python for Data Analysis,edX,Advanced,Communication,50,4.7
C2793,Machine Learning Fundamentals,Coursera,Beginner,Excel,36,4.08
C2794,Java Programming,Udemy,Beginner,R,51,3.55
C2795,Excel for Business,edX,Beginner,SQL,58,3.41
C2796,Power BI Dashboards,Coursera,Beginner,Communication,46,3.98
C2797,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Excel,34,4.01
C2798,Power BI Dashboards,edX,Beginner,Leadership,13,4.3
C2799,Power BI Dashboards,edX,Beginner,Power BI,23,4.6
C2800,Leadership Skills,LinkedIn Learning,Advanced,Java,10,4.87
C2801,Excel for Business,LinkedIn Learning,Intermediate,Python,12,4.59
C2802,Power BI Dashboards,Coursera,Beginner,Communication,38,4.82
C2803,Effective Communication,LinkedIn Learning,Intermediate,Java,5,4.0
C2804,Advanced SQL,Coursera,Beginner,SQL,17,3.08
C2805,Excel for Business,Coursera,Intermediate,Machine Learning,10,3.1
C2806,Python for Data Analysis,LinkedIn Learning,Beginner,Leadership,39,3.54
C2807,Advanced SQL,edX,Beginner,Machine Learning,33,4.23
C2808,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Data Visualization,6,3.67
C2809,Excel for Business,LinkedIn Learning,Beginner,Excel,14,3.33
C2810,Python for Data Analysis,Udemy,Beginner,Machine Learning,35,4.7
C2811,Java Programming,Udemy,Intermediate,Leadership,12,4.97
C2812,Python for Data Analysis,LinkedIn Learning,Advanced,Excel,45,3.03
