jid,title,location,proj_quals,job_desc,start_date,end_date
J2050,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/16/2025,6/19/2025
J2051,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/20/2025,6/13/2025
J2052,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/8/2025,8/27/2025
J2053,Data Scientist,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/20/2025,7/13/2025
J2054,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/31/2025,7/24/2025
J2055,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/20/2025,7/25/2025
J2056,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/24/2025,7/27/2025
J2057,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,1/20/2025,8/29/2025
J2058,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/22/2025,7/16/2025
J2059,Data Scientist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,4/11/2025,6/21/2025
J2060,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/24/2025,6/22/2025
J2061,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/28/2025,8/9/2025
J2062,Data Scientist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,2/21/2025,6/2/2025
J2063,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/9/2025,7/15/2025
J2064,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/9/2025,8/11/2025
J2065,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,4/8/2025,8/15/2025
J2066,Project Manager,Hanoi,"Java, SQL, Communication",Analyze data and visualize results.,1/14/2025,6/14/2025
J2067,Project Manager,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,2/10/2025,7/1/2025
J2068,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/9/2025,7/3/2025
J2069,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/15/2025,8/27/2025
J2070,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/8/2025,6/7/2025
J2071,Data Scientist,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/23/2025,7/18/2025
J2072,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/15/2025,8/18/2025
J2073,Data Analyst,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,2/7/2025,7/23/2025
J2074,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,3/31/2025,8/7/2025
J2075,Data Scientist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/19/2025,7/2/2025
J2076,Data Scientist,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,4/3/2025,9/4/2025
J2077,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/26/2025,7/31/2025
J2078,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/23/2025,8/6/2025
J2079,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/29/2025,6/6/2025
J2080,Data Analyst,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/29/2025,6/14/2025
J2081,Project Manager,Ho Chi Minh,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/23/2025,7/15/2025
J2082,Data Analyst,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/27/2025,6/9/2025
J2083,Marketing Specialist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,1/30/2025,6/28/2025
J2084,Data Scientist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/1/2025,9/3/2025
J2085,Data Scientist,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/18/2025,6/22/2025
J2086,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/11/2025,7/28/2025
J2087,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/17/2025,8/9/2025
J2088,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/15/2025,6/3/2025
J2089,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/6/2025,6/13/2025
J2090,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/10/2025,7/30/2025
J2091,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/11/2025,6/12/2025
J2092,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/9/2025,8/10/2025
J2093,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/7/2025,6/12/2025
J2094,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,2/12/2025,7/20/2025
J2095,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/28/2025,6/15/2025
J2096,Project Manager,Hanoi,"Python, SQL, Power BI",Design and execute marketing campaigns.,4/10/2025,7/30/2025
J2097,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/13/2025,8/19/2025
J2098,Data Scientist,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,3/11/2025,6/29/2025
J2099,Marketing Specialist,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,3/17/2025,8/21/2025
J2100,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/4/2025,7/4/2025
J2101,Data Scientist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,1/3/2025,6/24/2025
J2102,Data Scientist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/7/2025,8/12/2025
J2103,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/24/2025,6/16/2025
J2104,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/8/2025,7/5/2025
J2105,Data Scientist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/3/2025,8/2/2025
J2106,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop predictive models and report insights.,1/25/2025,8/20/2025
J2107,Marketing Specialist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,2/3/2025,7/26/2025
J2108,Software Engineer,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,3/2/2025,8/11/2025
J2109,Data Analyst,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,2/17/2025,8/3/2025
J2110,Data Scientist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/8/2025,6/7/2025
J2111,Software Engineer,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/15/2025,7/2/2025
J2112,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/31/2025,8/4/2025
J2113,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/28/2025,8/24/2025
J2114,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/23/2025,7/9/2025
J2115,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/8/2025,6/22/2025
J2116,Data Analyst,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/8/2025,7/18/2025
J2117,Project Manager,Hanoi,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/22/2025,8/16/2025
J2118,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/19/2025,8/8/2025
J2119,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/15/2025,6/16/2025
J2120,Software Engineer,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,2/10/2025,8/9/2025
J2121,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,3/24/2025,8/8/2025
J2122,Data Analyst,Hanoi,"Java, SQL, Communication",Design and execute marketing campaigns.,3/23/2025,8/28/2025
J2123,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/28/2025,6/15/2025
J2124,Project Manager,Da Nang,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,3/18/2025,9/6/2025
J2125,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,2/4/2025,7/21/2025
J2126,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/29/2025,8/30/2025
J2127,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/8/2025,8/28/2025
J2128,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,2/18/2025,6/16/2025
J2129,Marketing Specialist,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,2/8/2025,7/11/2025
J2130,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,3/22/2025,6/14/2025
J2131,Data Scientist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/27/2025,6/10/2025
J2132,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/20/2025,7/18/2025
J2133,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/30/2025,8/21/2025
J2134,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,2/28/2025,6/8/2025
J2135,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/26/2025,8/10/2025
J2136,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/16/2025,8/11/2025
J2137,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/16/2025,7/31/2025
J2138,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,1/26/2025,8/31/2025
J2139,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,1/11/2025,8/1/2025
J2140,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/2/2025,7/7/2025
J2141,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/31/2025,7/25/2025
J2142,Marketing Specialist,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,3/20/2025,8/8/2025
J2143,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/21/2025,7/23/2025
J2144,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/6/2025,9/1/2025
J2145,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/24/2025,6/11/2025
J2146,Project Manager,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,2/5/2025,8/13/2025
J2147,Software Engineer,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,1/14/2025,9/8/2025
J2148,Data Scientist,Da Nang,"Python, SQL, Power BI",Develop predictive models and report insights.,2/10/2025,9/2/2025
J2149,Data Analyst,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/7/2025,7/15/2025
J2150,Software Engineer,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/7/2025,8/9/2025
J2151,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,3/25/2025,8/22/2025
J2152,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/15/2025,7/5/2025
J2153,Data Scientist,Hanoi,"Python, SQL, Power BI",Develop predictive models and report insights.,1/21/2025,9/2/2025
J2154,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/4/2025,6/22/2025
J2155,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,2/22/2025,6/30/2025
J2156,Project Manager,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/24/2025,6/24/2025
J2157,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/21/2025,6/8/2025
J2158,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,3/21/2025,7/15/2025
J2159,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/26/2025,8/14/2025
J2160,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,1/17/2025,8/16/2025
J2161,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/19/2025,6/7/2025
J2162,Data Scientist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/26/2025,7/1/2025
J2163,Project Manager,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,2/18/2025,6/16/2025
J2164,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/9/2025,7/11/2025
J2165,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,4/10/2025,8/31/2025
J2166,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/8/2025,6/19/2025
J2167,Software Engineer,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/28/2025,8/2/2025
J2168,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/25/2025,7/25/2025
J2169,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/28/2025,8/5/2025
J2170,Data Scientist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/12/2025,6/25/2025
J2171,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/6/2025,9/3/2025
J2172,Software Engineer,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,4/8/2025,7/2/2025
J2173,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/26/2025,7/9/2025
J2174,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,2/21/2025,9/2/2025
J2175,Data Analyst,Da Nang,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,1/27/2025,6/11/2025
J2176,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,2/22/2025,6/2/2025
J2177,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/10/2025,9/9/2025
J2178,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/17/2025,6/24/2025
J2179,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,3/18/2025,7/10/2025
J2180,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/25/2025,8/14/2025
J2181,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/7/2025,6/30/2025
J2182,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,1/25/2025,6/30/2025
J2183,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,2/23/2025,7/16/2025
J2184,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/30/2025,7/27/2025
J2185,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/21/2025,7/18/2025
J2186,Software Engineer,Hanoi,"Java, SQL, Communication",Develop backend systems and maintain performance.,2/28/2025,9/2/2025
J2187,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/6/2025,8/18/2025
J2188,Data Analyst,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/9/2025,6/29/2025
J2189,Project Manager,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/27/2025,8/14/2025
J2190,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/24/2025,8/12/2025
J2191,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/11/2025,7/3/2025
J2192,Project Manager,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/28/2025,7/3/2025
J2193,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,1/28/2025,8/17/2025
J2194,Software Engineer,Hanoi,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,1/21/2025,6/14/2025
J2195,Software Engineer,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,3/18/2025,7/15/2025
J2196,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/5/2025,7/2/2025
J2197,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,2/28/2025,6/9/2025
J2198,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,3/20/2025,7/1/2025
J2199,Software Engineer,Da Nang,"Python, SQL, Power BI",Analyze data and visualize results.,1/26/2025,6/27/2025
J2200,Data Scientist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/26/2025,8/1/2025
J2201,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Analyze data and visualize results.,2/17/2025,7/20/2025
J2202,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/29/2025,6/4/2025
J2203,Software Engineer,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,3/7/2025,7/9/2025
J2204,Data Analyst,Da Nang,"Python, SQL, Power BI",Design and execute marketing campaigns.,2/28/2025,7/4/2025
J2205,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,4/11/2025,7/31/2025
J2206,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/28/2025,8/6/2025
J2207,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,1/16/2025,7/8/2025
J2208,Data Scientist,Ho Chi Minh,"Python, SQL, Power BI",Develop predictive models and report insights.,3/10/2025,7/5/2025
J2209,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/5/2025,6/24/2025
J2210,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,4/4/2025,9/1/2025
J2211,Software Engineer,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,2/15/2025,7/21/2025
J2212,Project Manager,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/11/2025,8/14/2025
J2213,Data Scientist,Hanoi,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,4/9/2025,9/9/2025
J2214,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,3/18/2025,6/4/2025
J2215,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,1/3/2025,8/31/2025
J2216,Data Scientist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/4/2025,8/8/2025
J2217,Data Scientist,Ho Chi Minh,"Leadership, Project Planning, Excel",Manage project timelines and coordinate teams.,1/2/2025,6/3/2025
J2218,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,3/29/2025,6/26/2025
J2219,Project Manager,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,2/15/2025,6/15/2025
J2220,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,4/11/2025,8/30/2025
J2221,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop backend systems and maintain performance.,2/25/2025,8/30/2025
J2222,Project Manager,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,4/1/2025,7/1/2025
J2223,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop predictive models and report insights.,2/27/2025,7/24/2025
J2224,Marketing Specialist,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,1/3/2025,6/14/2025
J2225,Marketing Specialist,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/9/2025,8/22/2025
J2226,Data Scientist,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,3/17/2025,8/10/2025
J2227,Software Engineer,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/31/2025,6/5/2025
J2228,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,3/12/2025,7/16/2025
J2229,Data Scientist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,1/26/2025,6/29/2025
J2230,Data Scientist,Da Nang,"Java, SQL, Communication",Analyze data and visualize results.,1/23/2025,8/14/2025
J2231,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,2/5/2025,8/7/2025
J2232,Project Manager,Da Nang,"Marketing Strategy, Communication, Excel",Develop predictive models and report insights.,2/17/2025,9/9/2025
J2233,Data Analyst,Da Nang,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,4/2/2025,8/4/2025
J2234,Data Analyst,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/7/2025,7/1/2025
J2235,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/19/2025,7/6/2025
J2236,Software Engineer,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Manage project timelines and coordinate teams.,2/1/2025,8/27/2025
J2237,Marketing Specialist,Da Nang,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,3/15/2025,7/24/2025
J2238,Data Analyst,Ho Chi Minh,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/31/2025,8/4/2025
J2239,Project Manager,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/21/2025,8/8/2025
J2240,Marketing Specialist,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,1/1/2025,7/14/2025
J2241,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,2/28/2025,6/9/2025
J2242,Marketing Specialist,Da Nang,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/17/2025,7/13/2025
J2243,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/4/2025,7/17/2025
J2244,Data Analyst,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,1/20/2025,7/22/2025
J2245,Marketing Specialist,Hanoi,"Marketing Strategy, Communication, Excel",Develop backend systems and maintain performance.,3/19/2025,6/22/2025
J2246,Data Scientist,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/27/2025,7/17/2025
J2247,Software Engineer,Ho Chi Minh,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,1/4/2025,8/10/2025
J2248,Data Scientist,Da Nang,"Java, SQL, Communication",Develop predictive models and report insights.,2/1/2025,7/13/2025
J2249,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Develop backend systems and maintain performance.,4/6/2025,7/18/2025
J2250,Data Scientist,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,2/19/2025,7/14/2025
J2251,Data Analyst,Da Nang,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,4/5/2025,8/18/2025
J2252,Data Analyst,Hanoi,"Java, SQL, Communication",Manage project timelines and coordinate teams.,2/5/2025,8/4/2025
J2253,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Develop backend systems and maintain performance.,3/30/2025,6/2/2025
J2254,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Manage project timelines and coordinate teams.,3/12/2025,6/4/2025
J2255,Project Manager,Ho Chi Minh,"Java, SQL, Communication",Analyze data and visualize results.,1/16/2025,8/28/2025
J2256,Marketing Specialist,Da Nang,"Python, SQL, Power BI",Develop backend systems and maintain performance.,2/18/2025,8/13/2025
J2257,Software Engineer,Hanoi,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,2/8/2025,9/9/2025
J2258,Marketing Specialist,Da Nang,"Leadership, Project Planning, Excel",Develop predictive models and report insights.,3/14/2025,6/14/2025
J2259,Project Manager,Ho Chi Minh,"Python, SQL, Power BI",Manage project timelines and coordinate teams.,2/26/2025,7/10/2025
J2260,Software Engineer,Da Nang,"Java, SQL, Communication",Develop backend systems and maintain performance.,1/23/2025,6/22/2025
J2261,Marketing Specialist,Hanoi,"Leadership, Project Planning, Excel",Analyze data and visualize results.,3/26/2025,7/30/2025
J2262,Data Analyst,Hanoi,"Machine Learning, Python, Data Visualization",Design and execute marketing campaigns.,1/2/2025,6/28/2025
J2263,Software Engineer,Ho Chi Minh,"Java, SQL, Communication",Design and execute marketing campaigns.,1/2/2025,8/28/2025
J2264,Project Manager,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Analyze data and visualize results.,3/28/2025,7/12/2025
J2265,Data Analyst,Ho Chi Minh,"Java, SQL, Communication",Develop predictive models and report insights.,2/1/2025,6/2/2025
J2266,Software Engineer,Da Nang,"Leadership, Project Planning, Excel",Design and execute marketing campaigns.,2/10/2025,8/7/2025
J2267,Marketing Specialist,Hanoi,"Machine Learning, Python, Data Visualization",Analyze data and visualize results.,3/27/2025,8/23/2025
J2268,Project Manager,Da Nang,"Java, SQL, Communication",Manage project timelines and coordinate teams.,2/23/2025,9/2/2025
J2269,Marketing Specialist,Ho Chi Minh,"Machine Learning, Python, Data Visualization",Develop predictive models and report insights.,1/29/2025,7/13/2025
J2270,Data Analyst,Hanoi,"Python, SQL, Power BI",Analyze data and visualize results.,3/1/2025,7/22/2025
J2271,Data Analyst,Ho Chi Minh,"Marketing Strategy, Communication, Excel",Manage project timelines and coordinate teams.,2/6/2025,6/21/2025
J2272,Data Analyst,Hanoi,"Python, SQL, Power BI",Develop backend systems and maintain performance.,3/6/2025,7/19/2025
J2273,Software Engineer,Hanoi,"Marketing Strategy, Communication, Excel",Design and execute marketing campaigns.,2/26/2025,7/30/2025
